time,prcp(mm/3h),flow(m^3/s),pet(mm/3h)
1988-06-17 08:00:00,0.0212499999999999,,0.0089500825113239
1988-06-17 11:00:00,0.0212499999999999,,0.7570301703139254
1988-06-17 14:00:00,0.0212499999999999,,1.454960633667543
1988-06-17 17:00:00,0.0212499999999999,,1.4030791313757711
1988-06-17 20:00:00,0.0212499999999999,,0.6468276347545373
1988-06-17 23:00:00,0.0212499999999999,,0.1706744944418447
1988-06-18 02:00:00,0.0,,0.011391440953647
1988-06-18 05:00:00,0.0,,0.0075428418096463
1988-06-18 08:00:00,0.0,,0.0118431663942468
1988-06-18 11:00:00,0.0,,0.7301391643112028
1988-06-18 14:00:00,0.0,,1.2379323716829445
1988-06-18 17:00:00,0.0,,1.0678594918190556
1988-06-18 20:00:00,0.0,,0.5251666457059787
1988-06-18 23:00:00,0.0,,0.0764031347468973
1988-06-19 02:00:00,0.21625,,0.0099605004435384
1988-06-19 05:00:00,0.21625,,0.0059760515398993
1988-06-19 08:00:00,0.21625,,0.0123936868894895
1988-06-19 11:00:00,0.21625,,0.7218751976351413
1988-06-19 14:00:00,0.21625,,0.7098419430395624
1988-06-19 17:00:00,0.21625,,0.4821832737577589
1988-06-19 20:00:00,0.21625,,0.1700937508064038
1988-06-19 23:00:00,0.21625,,0.0227840325590275
1988-06-20 02:00:00,0.01875,,0.0061607452810949
1988-06-20 05:00:00,0.01875,,0.0028975851041165
1988-06-20 08:00:00,0.01875,,0.0088593998443513
1988-06-20 11:00:00,0.01875,,0.6144772400919527
1988-06-20 14:00:00,0.01875,,1.046527101311847
1988-06-20 17:00:00,0.01875,,0.8214647819489745
1988-06-20 20:00:00,0.01875,,0.3709455909339307
1988-06-20 23:00:00,0.01875,,0.0288763816949265
1988-06-21 02:00:00,0.0,,9.09188091370808e-05
1988-06-21 05:00:00,0.0,,0.0
1988-06-21 08:00:00,0.0,,0.0155955576031543
1988-06-21 11:00:00,0.0,,0.6949144642262177
1988-06-21 14:00:00,0.0,,0.981238066634337
1988-06-21 17:00:00,0.0,,0.9091616202672248
1988-06-21 20:00:00,0.0,,0.517376587504964
1988-06-21 23:00:00,0.0,,0.1730701615406123
1988-06-22 02:00:00,0.0,,0.1007039198916522
1988-06-22 05:00:00,0.0,,0.0761555866865988
1988-06-22 08:00:00,0.0,,0.1124523940421529
1988-06-22 11:00:00,0.0,,0.5188421977351543
1988-06-22 14:00:00,0.0,,1.076132811393371
1988-06-22 17:00:00,0.0,,1.011910170084812
1988-06-22 20:00:00,0.0,,0.4322584654378812
1988-06-22 23:00:00,0.0,,0.0671716443947959
1988-06-23 02:00:00,0.0,,0.0200419408291453
1988-06-23 05:00:00,0.0,,0.0052795386351568
1988-06-23 08:00:00,0.0,,0.0609814152232992
1988-06-23 11:00:00,0.0,,0.6539699325814101
1988-06-23 14:00:00,0.0,,1.0998802302368482
1988-06-23 17:00:00,0.0,,1.0671851212543666
1988-06-23 20:00:00,0.0,,0.4849213869889087
1988-06-23 23:00:00,0.0,,0.0569679320419016
1988-06-24 02:00:00,0.005,,0.0120988133410993
1988-06-24 05:00:00,0.005,,0.0054391625867344
1988-06-24 08:00:00,0.005,,0.0376213982996604
1988-06-24 11:00:00,0.005,,0.7136976372111801
1988-06-24 14:00:00,0.005,,1.1793492682487636
1988-06-24 17:00:00,0.005,,1.0673429095636122
1988-06-24 20:00:00,0.005,,0.4667196648558752
1988-06-24 23:00:00,0.005,,0.0621088294979612
1988-06-25 02:00:00,0.0,,0.0023745803931666
1988-06-25 05:00:00,0.0,,0.0008625455559684
1988-06-25 08:00:00,0.0,,0.019350576180222
1988-06-25 11:00:00,0.0,,0.7310109890187564
1988-06-25 14:00:00,0.0,,1.1960228883884316
1988-06-25 17:00:00,0.0,,1.1054772595921385
1988-06-25 20:00:00,0.0,,0.4614414635954361
1988-06-25 23:00:00,0.0,,0.060330715936372
1988-06-26 02:00:00,0.0,,0.0002784816648943
1988-06-26 05:00:00,0.0,,0.0
1988-06-26 08:00:00,0.0,,0.0066868929500011
1988-06-26 11:00:00,0.0,,0.7350189121602906
1988-06-26 14:00:00,0.0,,1.2584773949887056
1988-06-26 17:00:00,0.0,,1.1046644317692431
1988-06-26 20:00:00,0.0,,0.499686199768984
1988-06-26 23:00:00,0.0,,0.0525176897893197
1988-06-27 02:00:00,0.0,,0.0036242870141594
1988-06-27 05:00:00,0.0,,0.0024754617523695
1988-06-27 08:00:00,0.0,,0.0101972524508992
1988-06-27 11:00:00,0.0,,0.739518227658667
1988-06-27 14:00:00,0.0,,1.316777147949815
1988-06-27 17:00:00,0.0,,1.1014951484195366
1988-06-27 20:00:00,0.0,,0.4407154054146487
1988-06-27 23:00:00,0.0,,0.0489684473285019
1988-06-28 02:00:00,0.0,,0.0055004856754696
1988-06-28 05:00:00,0.0,,0.0145229958162348
1988-06-28 08:00:00,0.0,,0.0529456889287323
1988-06-28 11:00:00,0.0,,0.6870531936872736
1988-06-28 14:00:00,0.0,,1.1765595383398229
1988-06-28 17:00:00,0.0,,1.1488711080141214
1988-06-28 20:00:00,0.0,,0.5745433059059942
1988-06-28 23:00:00,0.0,,0.126884798132896
1988-06-29 02:00:00,0.0,,0.0346701164542957
1988-06-29 05:00:00,0.0,,0.0167391775478037
1988-06-29 08:00:00,0.0,,0.1008158049152966
1988-06-29 11:00:00,0.0,,0.6331983252008945
1988-06-29 14:00:00,0.0,,1.0875221525413403
1988-06-29 17:00:00,0.0,,0.8636309727285051
1988-06-29 20:00:00,0.0,,0.459316856623461
1988-06-29 23:00:00,0.0,,0.0847345573937283
1988-06-30 02:00:00,1.1125,,0.0193858461904988
1988-06-30 05:00:00,1.1125,,0.0163939743855982
1988-06-30 08:00:00,1.1125,,0.0568485019322054
1988-06-30 11:00:00,1.1125,,0.2515882779825859
1988-06-30 14:00:00,1.1125,,0.6629492364755839
1988-06-30 17:00:00,1.1125,,0.907662830152388
1988-06-30 20:00:00,1.1125,,0.3683780734765446
1988-06-30 23:00:00,1.1125,,0.0880143667396246
1988-07-01 02:00:00,2.78375,,0.0472142349725412
1988-07-01 05:00:00,2.78375,,0.0452578571529374
1988-07-01 08:00:00,2.78375,,0.0657668915981286
1988-07-01 11:00:00,2.78375,,0.1917981022966133
1988-07-01 14:00:00,2.78375,,0.5679633519311699
1988-07-01 17:00:00,2.78375,,0.6752364539014893
1988-07-01 20:00:00,2.78375,,0.2620432501026518
1988-07-01 23:00:00,2.78375,,0.0629142449992588
1988-07-02 02:00:00,0.0,,0.0279740585211362
1988-07-02 05:00:00,0.0,,0.0257892709167553
1988-07-02 08:00:00,0.0,,0.1651864443526121
1988-07-02 11:00:00,0.0,,0.5550206701973491
1988-07-02 14:00:00,0.0,,1.4669353289211704
1988-07-02 17:00:00,0.0,,1.2758363302750635
1988-07-02 20:00:00,0.0,,0.4884820796298814
1988-07-02 23:00:00,0.0,,0.0143047435833788
1988-07-03 02:00:00,0.00375,,0.0
1988-07-03 05:00:00,0.00375,,0.0009414133372387
1988-07-03 08:00:00,0.00375,,0.0115255928212012
1988-07-03 11:00:00,0.00375,,0.7575720376879267
1988-07-03 14:00:00,0.00375,,1.38224760942697
1988-07-03 17:00:00,0.00375,,1.121611130507171
1988-07-03 20:00:00,0.00375,,0.3801557166958651
1988-07-03 23:00:00,0.00375,,0.041135540199371
1988-07-04 02:00:00,0.02375,,0.0152487195447145
1988-07-04 05:00:00,0.02375,,0.016856097928383
1988-07-04 08:00:00,0.02375,,0.0491930007096855
1988-07-04 11:00:00,0.02375,,0.2339923980160407
1988-07-04 14:00:00,0.02375,,0.4140048550640334
1988-07-04 17:00:00,0.02375,,0.594541318845179
1988-07-04 20:00:00,0.02375,,0.4562748575674762
1988-07-04 23:00:00,0.02375,,0.0932353406099436
1988-07-05 02:00:00,4.55,,0.0327918389377371
1988-07-05 05:00:00,4.55,,0.0117645287666226
1988-07-05 08:00:00,4.55,,0.0418427714827555
1988-07-05 11:00:00,4.55,,0.5950864427919232
1988-07-05 14:00:00,4.55,,1.0886398286511654
1988-07-05 17:00:00,4.55,,0.4224211716169781
1988-07-05 20:00:00,4.55,,0.1134372031343338
1988-07-05 23:00:00,4.55,,0.0435033243895923
1988-07-06 02:00:00,1.9125,,0.0176127050112403
1988-07-06 05:00:00,1.9125,,0.0230057724434659
1988-07-06 08:00:00,1.9125,,0.0208454624789821
1988-07-06 11:00:00,1.9125,,0.0190850375384607
1988-07-06 14:00:00,1.9125,,0.1960432436254345
1988-07-06 17:00:00,1.9125,,0.4679347884288605
1988-07-06 20:00:00,1.9125,,0.2733503503216748
1988-07-06 23:00:00,1.9125,,0.0220222351495936
1988-07-07 02:00:00,4.075,,0.0
1988-07-07 05:00:00,4.075,,0.0
1988-07-07 08:00:00,4.075,,0.0109659364371721
1988-07-07 11:00:00,4.075,,0.5727978735375995
1988-07-07 14:00:00,4.075,,0.9444604603620336
1988-07-07 17:00:00,4.075,,0.5997400257105717
1988-07-07 20:00:00,4.075,,0.0761308691859366
1988-07-07 23:00:00,4.075,,0.0116031961138514
1988-07-08 02:00:00,0.3125,,0.0126985705724011
1988-07-08 05:00:00,0.3125,,0.0270599795482929
1988-07-08 08:00:00,0.3125,,0.1123332099245109
1988-07-08 11:00:00,0.3125,,0.7598816384300793
1988-07-08 14:00:00,0.3125,,1.342052942210211
1988-07-08 17:00:00,0.3125,,1.0891991179949672
1988-07-08 20:00:00,0.3125,,0.3559708966200739
1988-07-08 23:00:00,0.3125,,0.0630629731818806
1988-07-09 02:00:00,0.0,,0.0490815281709788
1988-07-09 05:00:00,0.0,,0.0543578456449521
1988-07-09 08:00:00,0.0,,0.0866081875084355
1988-07-09 11:00:00,0.0,,0.787854654431135
1988-07-09 14:00:00,0.0,,1.5203961101062675
1988-07-09 17:00:00,0.0,,1.227182376388264
1988-07-09 20:00:00,0.0,,0.5369065298540304
1988-07-09 23:00:00,0.0,,0.1086465194607093
1988-07-10 02:00:00,0.0,,0.028342097226954
1988-07-10 05:00:00,0.0,,0.0105352815610627
1988-07-10 08:00:00,0.0,,0.0118980503489743
1988-07-10 11:00:00,0.0,,0.4571573057494841
1988-07-10 14:00:00,0.0,,0.9924523761012376
1988-07-10 17:00:00,0.0,,0.9254180868421878
1988-07-10 20:00:00,0.0,,0.4052634706540062
1988-07-10 23:00:00,0.0,,0.0688120080347816
1988-07-11 02:00:00,0.01375,,0.0321572323100541
1988-07-11 05:00:00,0.01375,,0.0271639594037319
1988-07-11 08:00:00,0.01375,,0.0617478208585017
1988-07-11 11:00:00,0.01375,,0.7795163992944014
1988-07-11 14:00:00,0.01375,,1.3511164997099794
1988-07-11 17:00:00,0.01375,,1.1803626708128256
1988-07-11 20:00:00,0.01375,,0.4987459624139241
1988-07-11 23:00:00,0.01375,,0.0755618036375149
1988-07-12 02:00:00,0.1725,,0.0113485388192976
1988-07-12 05:00:00,0.1725,,0.0031347152214068
1988-07-12 08:00:00,0.1725,,0.0389542601446561
1988-07-12 11:00:00,0.1725,,0.4257150132991881
1988-07-12 14:00:00,0.1725,,0.5202720823760189
1988-07-12 17:00:00,0.1725,,0.367504956899108
1988-07-12 20:00:00,0.1725,,0.1512032918035574
1988-07-12 23:00:00,0.1725,,0.0142935686460275
1988-07-13 02:00:00,0.0,,0.0009813635846349
1988-07-13 05:00:00,0.0,,0.0
1988-07-13 08:00:00,0.0,,0.050677041871379
1988-07-13 11:00:00,0.0,,0.6306009038340642
1988-07-13 14:00:00,0.0,,0.9703651906337614
1988-07-13 17:00:00,0.0,,1.001701101189194
1988-07-13 20:00:00,0.0,,0.4378671216216986
1988-07-13 23:00:00,0.0,,0.0428596776130457
1988-07-14 02:00:00,0.0,,0.0127145403705297
1988-07-14 05:00:00,0.0,,0.0125327406709009
1988-07-14 08:00:00,0.0,,0.0660676155505216
1988-07-14 11:00:00,0.0,,0.5780838285793121
1988-07-14 14:00:00,0.0,,0.9489134382014648
1988-07-14 17:00:00,0.0,,0.8139177328218317
1988-07-14 20:00:00,0.0,,0.3216908906285407
1988-07-14 23:00:00,0.0,,0.0281634978079148
1988-07-15 02:00:00,0.01375,,0.000593432571451
1988-07-15 05:00:00,0.01375,,0.0014199097158996
1988-07-15 08:00:00,0.01375,,0.043184228087531
1988-07-15 11:00:00,0.01375,,0.6704116914535622
1988-07-15 14:00:00,0.01375,,1.0772341941894887
1988-07-15 17:00:00,0.01375,,0.9293322595771116
1988-07-15 20:00:00,0.01375,,0.4025418860216911
1988-07-15 23:00:00,0.01375,,0.0595271316426023
1988-07-16 02:00:00,0.05625,,0.0198333643781438
1988-07-16 05:00:00,0.05625,,0.0335755009164488
1988-07-16 08:00:00,0.05625,,0.060318866311543
1988-07-16 11:00:00,0.05625,,0.322232512805204
1988-07-16 14:00:00,0.05625,,0.7893802661724871
1988-07-16 17:00:00,0.05625,,0.700762212175229
1988-07-16 20:00:00,0.05625,,0.1771648926796455
1988-07-16 23:00:00,0.05625,,0.0387390424455573
1988-07-17 02:00:00,0.005,,0.0252272476829266
1988-07-17 05:00:00,0.005,,0.0236595702197465
1988-07-17 08:00:00,0.005,,0.0503210399195124
1988-07-17 11:00:00,0.005,,0.2801002280823064
1988-07-17 14:00:00,0.005,,0.5422455945266086
1988-07-17 17:00:00,0.005,,0.6904732211180896
1988-07-17 20:00:00,0.005,,0.3145691007427465
1988-07-17 23:00:00,0.005,,0.0462701481017008
1988-07-18 02:00:00,3.07125,,0.0264583455262379
1988-07-18 05:00:00,3.07125,,0.0279426453792299
1988-07-18 08:00:00,3.07125,,0.0509977412401073
1988-07-18 11:00:00,3.07125,,0.1686526096292953
1988-07-18 14:00:00,3.07125,,0.0934744823524868
1988-07-18 17:00:00,3.07125,,0.1083096186714965
1988-07-18 20:00:00,3.07125,,0.0719850037156326
1988-07-18 23:00:00,3.07125,,0.0308247786892159
1988-07-19 02:00:00,0.0025,,0.0289655145780621
1988-07-19 05:00:00,0.0025,,0.0250043816175614
1988-07-19 08:00:00,0.0025,,0.0471322283677082
1988-07-19 11:00:00,0.0025,,0.1403702474129268
1988-07-19 14:00:00,0.0025,,0.5641850351456662
1988-07-19 17:00:00,0.0025,,0.581375065717144
1988-07-19 20:00:00,0.0025,,0.2669919297795154
1988-07-19 23:00:00,0.0025,,0.007460138497631
1988-07-20 02:00:00,0.0125,,0.0
1988-07-20 05:00:00,0.0125,,0.0004722210662099
1988-07-20 08:00:00,0.0125,,0.0402812265250651
1988-07-20 11:00:00,0.0125,,0.4237063954933638
1988-07-20 14:00:00,0.0125,,0.7927730884422641
1988-07-20 17:00:00,0.0125,,0.6480222314222472
1988-07-20 20:00:00,0.0125,,0.299628146294469
1988-07-20 23:00:00,0.0125,,0.0569260122906285
1988-07-21 02:00:00,7.96375,,0.0441637761508806
1988-07-21 05:00:00,7.96375,,0.0566182978204299
1988-07-21 08:00:00,7.96375,,0.1194034023090916
1988-07-21 11:00:00,7.96375,,0.4994608120682605
1988-07-21 14:00:00,7.96375,,0.6914373779270858
1988-07-21 17:00:00,7.96375,,0.4773123324922735
1988-07-21 20:00:00,7.96375,,0.1080369646271403
1988-07-21 23:00:00,7.96375,,0.0266572571870475
1988-07-22 02:00:00,0.06625,,0.0259803586289694
1988-07-22 05:00:00,0.06625,,0.0306691316849061
1988-07-22 08:00:00,0.06625,,0.0443226412866501
1988-07-22 11:00:00,0.06625,,0.2680887752521886
1988-07-22 14:00:00,0.06625,,0.3950825798574605
1988-07-22 17:00:00,0.06625,,0.3611601551076873
1988-07-22 20:00:00,0.06625,,0.1696112451787859
1988-07-22 23:00:00,0.06625,,0.0262356281205781
1988-07-23 02:00:00,0.0,,0.0196956059941851
1988-07-23 05:00:00,0.0,,0.0072942418748455
1988-07-23 08:00:00,0.0,,0.0587964089067373
1988-07-23 11:00:00,0.0,,0.5799209886310244
1988-07-23 14:00:00,0.0,,1.085031402108528
1988-07-23 17:00:00,0.0,,0.909359372212599
1988-07-23 20:00:00,0.0,,0.3968968152218197
1988-07-23 23:00:00,0.0,,0.1333248929778148
1988-07-24 02:00:00,0.0,,0.0775426669982205
1988-07-24 05:00:00,0.0,,0.0502847809979534
1988-07-24 08:00:00,0.0,,0.1053664536754228
1988-07-24 11:00:00,0.0,,0.5071344173433703
1988-07-24 14:00:00,0.0,,0.7915553619980848
1988-07-24 17:00:00,0.0,,0.7826315850785897
1988-07-24 20:00:00,0.0,,0.4397723555277732
1988-07-24 23:00:00,0.0,,0.1069027419929483
1988-07-25 02:00:00,0.61375,,0.0627943980613539
1988-07-25 05:00:00,0.61375,,0.0455947387744127
1988-07-25 08:00:00,0.61375,,0.10480435728229
